country,review_id,author,rating,title,review_text,date,app_version
co,13931014130,PatrushNgrthen,1,Worst costumer service,Very worst costumer service useless they never respond our email and ticket that raised,2026-04-06T21:29:39-07:00,5.5.35
np,13993840752,Bishalraj khadka,1,Terrible Service: eSewa’s Negligence Cost Me My Urgent Payment,"I am extremely frustrated with eSewa's service. I made three separate transfers that total sixty six hundred rupees to my Nepal Investment Mega Bank account, and they're all pending. Customer support promised a fix in a few hours, but now they're saying it will take two days. They lied to me and haven't solved the problem. This negligence has caused me to miss an urgent personal payment. I'm very frustrated and would not recommend this service.",2026-04-24T18:54:22-07:00,5.5.36
np,13988913099,Truthisbitter333,1,Stupid app,This shi app not work and customer care are so worst,2026-04-23T08:28:39-07:00,5.5.36
np,13985001315,It’s me puja,4,ESewa,ESewa is the best,2026-04-22T05:47:42-07:00,5.5.36
np,13956936693,Pukarpariyar,1,Login code problem,Not use bekar app ho,2026-04-14T05:59:07-07:00,5.5.35
np,13949713242,28dp,1,worst wallet,shamefull experience,2026-04-12T04:10:55-07:00,5.5.35
np,13945575035,jehsbejehbe,1,Experience,"Honestly useless app, our everyday expenses is not limited to one person, why is there (redo) option big and bold right beside every transaction, on statement section. We’re human, we all make mistakes, that doesn’t mean an app can take advantage of it.",2026-04-11T00:39:09-07:00,5.5.35
np,13940133920,Yamraj Budha,4,Esewa server down,Please do not let down the esewa server make the esewa server fast 🥺,2026-04-09T11:04:20-07:00,5.5.35
np,13910483408,Mr.Bibek,1,Worst mobile banking ever 💔,Yo esewa le kun din malai hotel ma vada majauxa,2026-04-01T05:39:09-07:00,5.5.34
us,13969463611,Varun tamang,5,Open,Open,2026-04-17T19:23:37-07:00,5.5.35
