country,review_id,author,rating,title,review_text,date,app_version
in,10275262830,RK123@,1,Money deduction,"Horrible app. Debited the money for a ticket, a big amount and didn’t forward it to the airline. The airline canceled the ticket and I didn’t receive the money back for long.  Terrible management & staff.",2023-08-19T01:41:00-07:00,5.3.46
jp,10271128885,anomonus1993,4,About uses of biometric,Login/transation ko lai matra hoina app open garda pani biometric use hune banaunu paryo aba.,2023-08-17T22:39:29-07:00,5.3.46
np,10314389301,Jay Lenin,1,Esewa is Slow it even hang on my device iphone 12,Don’t use esewa,2023-08-29T22:09:21-07:00,5.3.46
np,10312098079,nbhukna,1,Disappointed with the login code problem,I tried to login my id on my own device after logging in my mothers id and after trying to login my id it didn’t send code,2023-08-29T06:45:47-07:00,5.3.46
np,10303525371,abkshish,1,Worth,Worthless customer care server and system helpless customer care i felt!! If anybody try to use this app i suggest don’t use it my personal experience the system and customer satisfaction is zero!!,2023-08-26T21:10:38-07:00,5.3.46
np,10301306442,sintamang,1,Esewa need more improve in there app.,I tried alot for KYC update and I contact alot with customer service but they didn’t fix my problem.,2023-08-26T06:25:52-07:00,5.3.46
np,10286370152,anju1981,5,Not working my iPhone 7,Plz help me,2023-08-22T02:57:17-07:00,5.3.46
np,10274569800,Esewa muji,1,Muji jasto esewa,Muji kun den ma aayera yo esewa open gare I muji paisa pani khani ani verification ko lagi muji apply garda try garda kahela k vani kahela k muji ris utdooo mujuiii abo dheki yo app download garnu ko tau ma marxu po gayera mujiiii call garda pani tesko bau ama mareko bhanda pani double received nei nagarni mujii,2023-08-18T20:39:06-07:00,5.3.46
np,10237698994,chora app,2,choro,radi ko chhora mackine lado app,2023-08-09T07:41:14-07:00,5.3.46
np,10209999555,Ma Ho19,1,Hawa bho aajkal,Mobile ma balance bhayena bhane login nai garna namilne ho?,2023-08-01T22:34:08-07:00,5.3.46
