country,review_id,author,rating,title,review_text,date,app_version
jp,9850435619,Vhuwon283837373893,3,How to change email address and phone number,How to change email address and phone number,2023-04-22T15:26:46-07:00,5.3.40
np,9870939593,Someonewhoisconcerned,1,Concerned,Something that really bother some is we cant change our profile picture through iphone really bothersome,2023-04-28T10:34:01-07:00,5.3.40
np,9861458456,yokouun,1,Verification problem,Recently i am not able to login my esewa account tho  i have the number and the citizenship of mine. It has been asking about the previous phone/device while i am unable to access my previous device . Yall should fix this problem asap. I am unable to access my money saved in esewa.,2023-04-25T17:59:32-07:00,5.3.40
np,9852683681,Saphal pandey,1,🤦🏼‍♂️,Too much bugs and glitch  While login  Or doing any transaction,2023-04-23T07:00:22-07:00,5.3.40
np,9852617738,Putiesewa,1,Lado,Lado jasto app muji jailey server down huncha muji machikni,2023-04-23T06:40:11-07:00,5.3.40
np,9844938761,Worse servicee,1,Worst apps,Chaiyeko bela ma aafnai account login hudaina. Improve ur apps. Service dina nasakne le apps banda garera basda hunxa.,2023-04-21T04:16:33-07:00,5.3.40
np,9844841928,Pravana Baniya,1,Esewa glitch,While my verified I will load money in my Esewa account and I will open Esewa after some time account has not login please fix this glitch😟,2023-04-21T03:39:36-07:00,5.3.40
np,9844658647,Reetu gurung,3,Esewa not working,Fix fast,2023-04-21T02:21:36-07:00,5.3.40
np,9823454709,ig:blackpinks_kimjennie,1,They don’t respond on time,"I’ve been trying to get my account verified for days now and their staffs are just irresponsive. I did send all my documents and they asked me to do it again, and after I did it again they asked for a “recently clicked picture” which in fact was actually a recently clicked picture. When I mentioned that as what they’ve been doing all this time they AGAIN didn’t respond and when I try to call them their line is always busy. Creating an account alone is so hard on this app? If my money wasn’t on the account this app I would’ve deleted this app asap.",2023-04-14T23:25:18-07:00,5.3.40
np,9803348976,Sharon338700,1,Very very useless,"Very very useless application , don’t use this app.",2023-04-09T05:12:18-07:00,5.3.40
np,9799426992,Klbvfgj,1,J,Not downloading this app again. Naya phone bata login garna khojda mildaina vanxa 😡,2023-04-08T02:19:57-07:00,5.3.40
np,9795611104,Basnet saroj,1,Esewa costumer’s services zero,Problems Ko solved garna na sakney ley Kina sewa Ko name mha costumer’s lai dukha dinu ime pay dheri better xa esewa bhanda,2023-04-07T00:30:00-07:00,5.3.40
np,9784937583,"Lina’s,:",1,🤮,The network connection lost matra vanxa k ho yesto Risuthdo kam pareko bela Paisa ternai melyena yo app la Garda mero bejat vayo 1 star ne deserv gardina yesla,2023-04-03T23:43:02-07:00,5.3.40
np,9784928779,Bnamra,4,App not working,For some reason this app is not responding and warning message saying “The connection is lost.” Is popping up.,2023-04-03T23:38:26-07:00,5.3.40
np,9784854338,vabbdvhjaa,1,esewa not responding,its show network connection was lost 😡😡 to much,2023-04-03T23:00:22-07:00,5.3.40
