country,review_id,author,rating,title,review_text,date,app_version
au,9674531541,suraj rd,1,Worst experience,If you load money  from bank account to esewa your money is debited from bank account  but not loaded in esewa   And esewa help desk is a very very poor they don’t responce   If respose after one day and to reply 1 message they take lot of time to reply I regret a made esewa account,2023-03-03T05:32:52-07:00,5.3.39
in,9739671623,sharma kartik,4,Issues regarding profile pictures,"Dear developers, facing issues in changing profile picture in iPhone! Well option is not available! Kindly do the needful!  Thanks !",2023-03-22T05:02:40-07:00,5.3.40
jp,9696568196,weez bikram,1,Worst service,No response from any representative. Experienced the worst Customer service.,2023-03-09T14:41:51-07:00,5.3.39
ae,9742197854,Setimahar,4,Active in dubai,"Hi, please help me to guide if this app can function in dubai. I have downloaded and asking for Nepal’s mobile number. Please reply if there is in dubai. Thank you",2023-03-22T22:21:41-07:00,5.3.40
us,9708820058,shawnthesheep 58,1,It’s getting worse,Whenever I do some payments it shows transaction pending and will take time but sometime it fails it is so annoying plz don’t use this app,2023-03-13T04:48:31-07:00,5.3.39
us,9687508801,Sky@&/,1,Didn’t receive money,Didn’t receive money from International Card but it show balance deducted .,2023-03-06T21:15:52-07:00,5.3.39
np,9764760234,reyniskhan,1,Worst Customer Service,Esewa has the worst customer service among any company of nepal. You can get a better customer service than esewa from a company that dont even have a customer service. Every issue is said to be looked into but you will never have any response or anything done until you leave everything and run behind them all day.,2023-03-29T08:12:17-07:00,5.3.40
np,9735330635,NSaroj,1,Keyboard doesn’t open while verifying otp,Can not use and login the app,2023-03-20T20:21:34-07:00,5.3.40
np,9709717148,Unknown__47,2,Profile picture issue,Not changing my profile picture.,2023-03-13T10:04:13-07:00,5.3.39
np,9698004428,Dukha Lagyo,1,Resetting MPIN,Phone futyo arko phone mah log in hannu khojda paili ko phone chahinx arey. Number dinx tya bujhnu vanerw call garda lagdainw k ho khai,2023-03-10T02:20:54-07:00,5.3.39
np,9691136146,saroj raut,1,Charge for Own bank tranfer ?,Unistalling this app as there are many other app which offers interest plus free bank transfer to own account.Totally frustating decision from Esewa by charging users unnecessarily.,2023-03-08T00:15:59-07:00,5.3.39
np,9690995897,Prasil K,1,Too much notifications and ads,Had to uninstall the app just because of the ads. Use khalti much better. Avoid this.,2023-03-07T23:04:06-07:00,5.3.39
np,9680958091,Mr......someone?,1,Charge,Charge 💀 unnecessary,2023-03-04T23:44:01-07:00,5.3.39
np,9670385247,Krishna_2826,1,Worst online transaction app after update. Use khalti instead of esewa👎🏻🤬,Useee khaltii not esewa🤬,2023-03-01T23:49:21-07:00,5.3.38
